fighter_name
Andre Amado
Adlan Amagov
Maiara Amanajas dos Santos
Chris Amarante
Jimmy Ambriz
JJ Ambrose
Alen Amedovski
Hyder Amil
Hamid Amiri
Makwan Amirkhani
Jaqueline Amorim
Yaroslav Amosov
Bertrand Amoussou
Karl Amoussou
Eryk Anders
Matt Andersen
Andy Anderson
Lowell Anderson
Corey Anderson
Derek Anderson
Megan Anderson
Liam Anderson
Tatsuya Ando
Alex Andrade
Jessica Andrade
Viscardi Andrade
Jermaine Andre
Fellipe Andrew
Dylan Andrews
Reese Andy
Angga
Julius Anglickas
Collin Anglin
Chad Anheliger
Yoji Anjo
Magomed Ankalaev
Gadzhimurad Antigulov
Adam Antolin
Angelo Antonio
Vanilto Antunes
Azunna Anyanwu
Shinsho Anzai
Jin Aoi
Shinya Aoki
Aoriqileng
Josh Appelt
Erik Apple
Kenji Arai
Romie Aram
Felipe Arantes
Igor Araujo
Viviane Araujo
Julio Arce
Art Arciniega
Alice Ardelean
Tristan Arenal
Gabriel Arges
Dan Argueta
Reza Arianto
Hashem Arkhagha
Andrei Arlovski
Garrett Armfield
Joey Armstrong
Austin Arnett
Ricardo Arona
Eli Aronov
Chalid Arrab
Akbarh Arreola
Matt Arroyo
Antonio Arroyo
Gilles Arsene
Veta Arteaga
Cesar Arzamendia
Kai Asakura
Teddy Ash
Arman Ashimov
Yanal Ashmouz
Asjabharan
Askar Askar
Askar Askarov
Cyril Asker
Khusein Askhabov
Scott Askham
Ben Askren
Ibo Aslan
Tom Aspinall
Steven Asplund
Bruno Assis
Junior Assuncao
Raphael Assuncao
Michael Aswell Jr.
Bazigit Atajev
Rich Attonito
Olivier Aubin-Mercier
Pat Audinwood
Jose Augusto
Marcus Aurelio
David Avellan
Blas Avena
Levi Avera
Anthony Avila
Chris Avila
Julia Avila
Saad Awad
Javy Ayala
Jessin Ayari
Abu Azaitar
Ottman Azaitar
Luiz Azeredo
Luciano Azevedo
Hunter Azure
Niklas Backstrom
Seth Baczynski
Abdul Azeem Badakhshi
Ryan Bader
Izabela Badurek
Miguel Baeza
Ali Bagautinov
Mehdi Baghdad
Melsik Baghdasaryan
Siyar Bahadurzada
Ignacio Bahamondes
Bahatebole Batebolati
Shamar Bailey
Jordan Bailey
Scott Baker
Bryan Baker
Jin Bala
Balajin
Oluwale Bamgbose
Stephen Banaszak
Marcin Bandel
Humberto Bandenay
Tae Hyun Bang
Yohan Banks
Shauna Bannon
Antonio Banuelos
Iwo Baraniewski
Renan Barao
Junior Barata
Maycee Barber
Bryan Barberena
Djani Barbir
Dione Barbosa
Marcio Barbosa
Edson Barboza
Raoni Barcelos
Daniel Barez
Danny Barlow
Luke Barnatt
James Barnes
Nick Barnes
Shonte Barnes
Josh Barnett
Chris Barnett
Chris Barnhizer
David Baron
Phil Baroni
Dan Barrera
Carlos Barreto
Jose Barreto
Peter Barrett
Marc-Andre Barriault
David Barrios
Alexandre Barros
Ricardo Barros
Francimar Barroso
Pat Barry
Dean Barry
Enrique Barzola
Javid Basharat
Farid Basharat
Austin Bashi
Stephen Bass
Sean Bassett
Ryan Bastianelli
Shayna Baszler
Namsrai Batbayar
Michel Batista
Bryan Battle
Alan Baudot
Mario Bautista
Chris Beal
Donovan Beard
Rudy Bears
Salvador Becerra
Ariel Beck
Jack Becker
Jeff Bedard
Eric Bedard
Johnny Bedford
Rolando Bedoya
Chase Beebe
Lyle Beerbohm
Allan Begosso
Azamat Bekoev
Mirsad Bektic
Diana Belbita
Alan Belcher
Vitor Belfort
Yousri Belgaroui
Rodolfo Bellato
Danilo Belluardo
Joey Beltran
Marco Beltran
Joseph Benavidez
Mike Bencic
Dave Beneteau
Karla Benitez
Gabriel Benitez
Charles Bennett
Josh Bennett
DeAnna Bennett
Benjamin Bennett
Lance Benoist
Joe Benoit
Ryan Benoit
Pat Benson
Len Bentley
Steve Berger
Kenneth Bergh
Bret Bergmark
Keith Berish
Dennis Bermudez
Manny Bermudez
Talita Bernardo
Dave Berry
Keith Berry
Dieusel Berto
Edson Berto
Allen Berube
Anton Berzin
Scott Bessac
Matt Bessette
Khadzhi Bestaev
Fernando Bettega
Arjan Bhullar
KB Bhullar
Bibulatov Magomed
David Bielkheden
Blake Bilder
Jonas Bilharinho
Jeremiah Billington
Scott Bills
Anthony Birchak
Chris Birchler
Angad Bisht
Michael Bisping
Amaury Bitetti
Caio Bittencourt
Davi Bittencourt
Simon Biyong
Jan Blachowicz
Jason Black
Brad Blackburn
Jason Blackford
Tom Blackledge
Sherrard Blackledge
Da'Mon Blackshear
Chasen Blair
Erin Blanchfield
Maximo Blanco
David Blanco
Curtis Blaydes
Tereza Bleda
Arlene Blencowe
Byron Bloodworth
Dashawn Boatwright
Dan Bobish
Mark Bocek
Kyle Bochniak
James Bochnovic
Jeremy Boczulak
Tim Boetsch
Galore Bofando
Jay Bogan
Roman Bogatov
Derek Bohi
Jerry Bohlander
Mandy Bohm
Kotetsu Boku
Gaston Bolanos
Kyle Bolt
Denys Bondar
Luc Bondole
Tony Bonello
Gabriel Bonfim
Ismael Bonfim
Jesse Bongfeldt
Marcos Bonilla
Stephan Bonnar
Rogerio Bontorin
Ray Borg
Igor Borisov
Kevin Borjas
Calen Born
Caio Borralho
Zachary Borrego
Viacheslav Borshchev
Tanner Boser
Steve Bosse
Marcus Bossett
Chris Bostick
Poliana Botelho
Francois Botha
Ilian Bouafia
Gregory Bouchelaghem
Roy Boughton
Rich Bouphanouvong
Mike Bourke
Jess Bouscal
Tai Bowden
Melton Bowen
Kyron Bowen
Brian Bowles
Roger Bowling
Blake Bowman
Ashe Bowman
Anvar Boynazarov
Colley Bradford
Kyle Bradley
Paul Bradley
Sean Brady
Ebenezer Fontes Braga
Ramiz Brahimaj
Adam Bramhald
Joe Brammer
David Branch
Billy Brand
Diego Brandao
Bruna Brasil
Michael Bravo
Martin Bravo
Roman Bravo-Young
Mike Breeden
Tom Breese
Elves Brener
Chris Brennan
Charlie Brenneman
Robert Breslin
Mack Brewer
Marcos Brigagao
Jason Brilz
Marcus Brimage
Aaron Brink
Henry Briones
Marcelo Brito
Joanderson Brito
Kaik Brito
Icaro Brito
Antwain Britt
Drew Brokenshire
Mike Bronzoulis
Jonathan Brookins
Will Brooks
Jarred Brooks
Rob Broughton
Lee Brousseau
Matt Brown
Mike Brown
Dominic Brown
Todd Brown
Terrell Brown
Chris Brown
Frederick Brown
Randy Brown
Damien Brown
TJ Brown
Humberto Brown Morrison
Travis Browne
Junie Browning
Jules Bruchez
Justin Bruckmann
Cody Brundage
Steve Bruno
Fernando Bruno
Derek Brunson
Josh Bryant
Dennis Bryant
Robert Bryczek
Lukasz Brzeski
Marcus Buchecha
Justin Buchholz
Zak Bucia
Courtney Buck
Joaquin Buckley
Martin Buday
Julia Budd
Dylan Budka
Mike Budnik
Francisco Bueno
Mayra Bueno Silva
Paul Buentello
Marek Bujlo
Modestas Bukauskas
Lee Kwan Bum
Josh Bumgarner
Shawn Bunch
Felipe Bunes
Shane Burgos
Joshua Burkman
Justin Burlinson
Mads Burnell
Mikey Burnett
Kevin Burns
Gilbert Burns
Josh Burns
Herbert Burns
Derrick Burnsed
Nah-Shon Burrell
Martin Buschkamp
George Bush
Bubba Bush
Dakota Bush
Murilo Bustamante
Nick Bustamante
Eduardo Bustillos
Jason Butcher
Todd Butler
Goldman Butler
Ian Butler
Raphael Butler
Jesse Butler
JP Buys
Dennis Buzukja
Charles Byrd
Steve Byrnes
Michael Byrnes
Yan Cabral
Juan Cabrera
Alvin Cacdac
Alex Caceres
Vince Cachero
Priscila Cachoeira
Travis Calanoc
Ricky Calatayud
Lucas Caldas
Carlos Calderon
Darrion Caldwell
Nicolle Caliari
Taylor Callens
Cynthia Calvillo
Joe Camacho
Frank Camacho
Lucas Camacho
Matheus Camilo
Fabricio Camoes
Chris Camozzi
Brian Camozzi
Ricky Camp
Mike Campbell
Thomas Campbell
Shane Campbell
Charlie Campbell
Kitt Campbell
Kurtis Campbell
John Campetella
Wagner Campos
Derek Campos
Will Campuzano
Aleksa Camur
Chico Camus
Asbel Cancio
Carlos Candelario
Ronaldo Candido
Luiz Cane
Guido Cannetti
Jared Cannonier
Jose Canseco
Cody Canterbury
Bo Cantrell
Steve Cantwell
Paul Capaldo
Phil Caracappa
Frank Caracci
Gina Carano
Dos Caras Jr.
Bryan Caraway
Remo Cardarelli
Phil Cardella
Edgar Cardenas
Chris Cariaso
Ronald Carillo
Rafael Carino
Don Carlo-Clauss
Antonio Carlos Junior
Spike Carlyle
Francis Carmont
Liz Carmouche
Roan Carneiro
Ariane Carnelossi
Luana Carolina
Tim Caron
Clayton Carpenter
Gabriel Carrasco
Cody Carrillo
Cain Carrizosa
Roger Carroll
Jonny Carson
Scott Carson
Shonie Carter
Jack Cartwright
Bruno Carvalho
Antonio Carvalho
Rafael Carvalho
Shane Carwin
Johnny Case
Kevin Casey
Cortney Casey
Brandon Cash
Bendy Casimir
Dwayne Cason
Joe Cason
John Castaneda
Eric Castile
Gil Castillo
Danny Castillo
Raul Castillo
Jenna Castillo
Tim Catalfo
Nick Catone
Luke Caudillo
Gesias Cavalcante
Rafael Cavalcante
Jacqueline Cavalcanti
Igor Cavalcanti
Magnus Cedenblad
Yosdenis Cedeno
Henry Cejudo
Adam Cella
Vinicius Cenci
Katlyn Cerminara
Rafael Cerqueira
Donald Cerrone
Jared Chaffee
Luan Chagas
Edgar Chairez
Ansar Chalangov
Alex Chambers
Michael Chandler
Chelsea Chandler
Eduardo Chapolin
Donnie Chappell
Joe Charles
Dan Charles
Morgan Charriere
Jeisla Chaves
Ernest Chavez
Emilio Chavez
Danny Chavez
Gabriel Checco
Albert Cheng
Fabio Cherant
Ion Cherdivara
Mark Cherico
Macy Chiasson
Michael Chiesa
Giga Chikadze
Khamzat Chimaev
Sako Chivitchian
Mu Bae Choi
Hong Man Choi
Dooho Choi
SeungWoo Choi
SeungGuk Choi
DongHun Choi
Mark Choinski
John Cholish
Ryo Chonan
Will Chope
Cody Chovancek
Joachim Christensen
Kevin Christian
Dan Christison
Anthony Christodoulou
Murad Chunkaiev
Cameron Church
Steven Ciaccio
Mike Ciesnolevicz
Hannah Cifers
Branko Cikatic
Nikolajus Cilkinas
Misha Cirkunov
Johnny Cisneros
Laverne Clark
Logan Clark
Mychal Clark
Dominic Clark
Heather Clark
Devin Clark
Jessica-Rose Clark
Shannon Clark
John Clarke
Mitch Clarke
Rich Clementi
Chris Clements
RJ Clifford
Mark Climaco
Josh Clopton
Brian Cobb
Darryl Cobb
Dave Cochran
Dakota Cochrane
Marloes Coenen
Marc Cofer
John Cofer
Chris Coggins
Felipe Colares
Wayne Cole
Devin Cole
Coltin Cole
Ivan Cole
Chandler Cole
Mark Coleman
Cortez Coleman
Clay Collard
Jamie Colleen
Jake Collier
Christian Colombo
Willian Colorado
Wes Combs
Rose Conceicao
Roque Conceicao
Carlos Condit
Chris Condo
Jack Congdon
Tristan Connelly
Marcos Conrado Jr.
Jeremiah Constant
Jonathan Contrestano
Bob Cook
Mike Cook
Chad Cook
TJ Cook
Dewey Cooper
Brett Cooper
Bill Cooper
Bobby Cooper
Amanda Cooper
Kit Cope
Chris Cope
Josh Copeland
Michael Cora
Akira Corassani
Muhsin Corbbrey
Alden Coria
Daniel Cormier
Nora Cornolle
Clint Coronel
Henry Corrales
Bethe Correia
Wesley Correira
Waldo Cortes Acosta
Tracy Cortez
Reyes Cortez Jr.
Chad Corvin
Louis Cosce
Orion Cosce
Miguel Cosio
Jadson Costa
Guilherme Costa
Paulo Costa
Randy Costa
Alessandro Costa
Melquizael Costa
Vitor Costa
Oscar Cota
Patrick Cote
JC Cottrell
JR Coughran
Rashad Coulter
Dave Courchaine
Randy Couture
Kim Couture
Ryan Couture
Nikk Covert
Colby Covington
Hailey Cowan
Jeff Cox
Nathan Coy
Andrew Craig
Paul Craig
Dan Cramer
Alberto Crane
Tim Credeur
Paul Creighton
Helena Crevar
Alexander Crispim
Alex Crispin
Melissa Croden
Kevin Croom
Kiefer Crosbie
Ken Cross
Jeff Crotty
Allen Crowder
Daron Cruickshank
Richard Crunkilton
Jimmy Crute
Marcio Cruz
Dominick Cruz
Aalon Cruz
Timmy Cuamba
Jay Cucciniello
Emilio Cuellar
Josh Culibao
Chris Culley
Abel Cullum
Zak Cummings
Everett Cummings
Patrick Cummins
Luke Cummo
Hugo Cunha
Alton Cunningham
AJ Cunningham
Tommy Cuozzi Jr.
Santo Curatolo
Larry Cureton
Jeff Curran
Kailin Curran
Pat Curran
Will Currie
Chris Curtis
Ion Cutelaba
Gleidson Cutis
Sarah D'alelio
Marcos da Matta
Henrique da Silva
Ariane da Silva
Alex Da Silva
Radley Da Silva
Henrique Da Silva Lopes
Deni Daffa
Nicolas Dalby
Paul Daley
Dave Dalgliesh
Richard Dalton
Aisling Daly
Marko Damiani
Leonardo Damiani
Rodrigo Damm
Carina Damm
Batgerel Danaa
Cindy Dandois
Peter Danesoe
Jarjis Danho
Jose Daniel Medina
Raymond Daniels
Marques Daniels
Anvarbek Daniyalbekov
Alexandre Dantas
Eduardo Dantas
Mac Danzig
Karen Darabedyan
Beneil Dariush
Sean Daugherty
Kyle Daukaus
Chris Daukaus
Brian Davidson
Rick Davis
Marcus Davis
LC Davis
Phil Davis
Lemont Davis
Mike Davis
Justin Davis
Alexis Davis
Danny Davis
Brandon Davis
Hakeem Dawodu
Grant Dawson
Jason Day
Martin Day
Angel De Anda
Yorgan De Castro
Geraldo de Freitas
Philip De Fries
Chris de la Rocha
Montana De La Rosa
Mark De La Rosa
Mike de la Torre
Rodrigo de Lima
Edilberto de Oliveira
Johil de Oliveira
Jorge de Oliveira
Jair De Oliveira
Isabela de Padua
Gloria de Paula
Germaine de Randamie
Reinier de Ridder
Crezio de Souza
Carl Deaton
Tom DeBlass
Issac DeJesus
Rafael Del Real
Shane del Rosario
Wallen Del Rosario
Yadier del Valle
Jose Delano
Humberto DeLeon
Rolando Delgado
Israel Delgado
Jose Delgado
Ante Delija
Jack Della Maddalena
Roland Delorme
Jon Delos Reyes
Jason DeLucia
Justin DeMoney
Vanessa Demopoulos
Chris Dempsey
Nick Denis
Thomas Denny
Robert Densley
Jason Dent
Mackenzie Dern
Booker DeRousse
Tony DeSouza
Robelis Despaigne
Cory Devela
John Devine
Edwin DeWees
Alessio Di Chirico
Micol Di Segni
Cyrille Diabate
Thomas Diagne
Marc Diakiese
Tyler Diamond
Blood Diamond
Eldo Xavier Dias
Rafael Dias
Hacran Dias
Victor Dias
Luis Felipe Dias
Magno Dias
Nick Diaz
Nate Diaz
Michael Diaz
Ryan Diaz
Adrian Diaz
Ozzy Diaz
Juan Diaz
Mark Dickman
Josh Diekmann
Kyle Dietz
Seth Dikun
TJ Dillashaw
Ralph Dillon
Drew Dimanlig
Ding Meng
Rodolfo Marques Diniz
Jhonata Diniz
Helio Dipp
Rico DiSciullo
Matt Dixon
John Dixson
Anthony Do
Russell Doane
Drew Dober
Shana Dobson
AJ Dobson
David Dodd
John Dodson
Joe Doerksen
Mike Dolce
Roman Dolidze
Cameron Dollar
CB Dollaway
Dennis Dombrow
OJ Dominguez
John Donaldson
Daniil Donchenko
Dong Huaxiang
Cody Donovan
Houston Dorr
Rafael Dos Anjos
Junior Dos Santos
Geronimo dos Santos
Antonio Dos Santos
Anderson Dos Santos
Acacio Dos Santos
Rayanne dos Santos
Felipe dos Santos
Tiago dos Santos e Silva
Oleksandr Doskalchuk
David Douglas
Damion Douglas
Lerryan Douglas
Cedric Doumbe
John Dowdy
Jordan Dowdy
Danny Downes
Derek Downey
John Doyle
Edson Drago
Jimmy Drago
Anthony Drilich
Kyle Driscoll
Chris Drumm
Tomasz Drwal
Robert Drysdale
Dricus Du Plessis
Hugo Duarte
Antonio Duarte
Joe Duarte
Yuneisy Duben
Matthieu Duclos
Emily Ducote
Viktoriia Dudakova
Milana Dudieva
Adin Duenas
Todd Duffee
Joe Duffy
Jack Duffy
Alexis Dufresne
Jessamyn Duke
Islam Dulatov
Isaac Dulgarian
Kelly Dullanty
Sedriques Dumas
Norma Dumont
Chris Duncan
Christian Leroy Duncan
Evan Dunham
Alex Dunworth
Tom Duquesnoy
Albert Duraev
Reuben Duran
Cody Durden
Luiz Dutra
Rilley Dutro
Bill Duvall
Merab Dvalishvili
David Dvorak
Matt Dwyer
Rolando Dy
Shanelle Dyer
Ben Earwood
Cody East
Marvin Eastman
Mike Easton
Maurice Eazel
Vincent Eazelle
Ross Ebanez
Brian Ebersole
Roybert Echeverria
Mark Eddiva
Frankie Edgar
Abdul-Kerim Edilov
Johnny Eduardo
Yves Edwards
Justin Edwards
Leon Edwards
Te Edwards
Adli Edwards
Joselyne Edwards
Tom Egan
Stephanie Egger
Justin Eilers
Jon Olav Einemo
Per Eklund
John Elam
Evan Elder
Billy Elekana
John Paul Elias
Joao Elias
Saul Elizondo
Darren Elkins
Jake Ellenberger
Joe Ellenberger
Tim Elliott
Oban Elliott
Eddy Ellis
Lisa Ellis
Elisha Ellison
Anna Elmose
Cameron Else
Aaron Ely
Sovannahry Em
Ramazan Emeev
Aleksander Emelianenko
Fedor Emelianenko
Rob Emerson
Jamall Emmers
Josh Emmett
Marius Enache
Kevin Engel
Kolton Englund
Oliver Enkamp
Alex Enlund
Kenny Ento
Ian Entwistle
Andy Enz
Won Jin Eoh
Yuji Ephoevi-Ga
Josh Epps
Abdellah Er-Ramy
Steve Erceg
Tom Erikson
Konstantin Erokhin
Julian Erosa
Jarno Errens
Ivan Erslan
Nick Ertl
Chel Erwin-Davis
Bobby Escalante
Eric Esch
Pro Escobedo
Cole Escovedo
Efrain Escudero
Evan Esguerra
Carla Esparza
Juan Espino
Jordan Espinosa
Jodie Esquibel
Rafael Estevam
Achilles Estremadura
Shaun Etchell
Terry Etim
Fred Ettish
Scott Ettling
Sijara Eubanks
Billy Evangelista
Rashad Evans
Doug Evans
Ashlee Evans-Smith
Dan Evensen
Tonya Evinger
Movsar Evloev
Andre Ewell
Chris Ewert
Neal Ewing
Ethyn Ewing
Manuel Exposito
Jessica Eye
Edward Faaloloto
Urijah Faber
Melinda Fabian
Wagnney Fabiano
Bartosz Fabinski
Ron Faircloth
Jason Fairn
Zarah Fairn
Rinat Fakhretdinov
Maiquel Falcao
Pedro Falcao
Brodie Farber
Joao Paulo Faria
Kalindra Faria
Jair Farias
Chance Farrar
Rico Farrington
Kelly Faszholz
Rodney Faverus
Paul Felder
Carlos Felipe
JP Felty
Feng Pengchao
Feng Xiaocan
Kevin Ferguson
Rhadi Ferguson
Tony Ferguson
Josh Ferguson
CJ Fernandes
Bibiano Fernandes
Gabriella Fernandes
Kaue Fernandes
Emily Fernandez
Luke Fernandez
Lucas Fernando
Alexandre Ferreira
Cezar Ferreira
Diego Ferreira
Erisson Ferreira
Brunno Ferreira
Scott Ferrozzo
Timo Feucht
Andre Fialho
Drew Fickett
Scott Fiedler
Ron Fields
Michal Figlak
Deiveson Figueiredo
Francisco Figueiredo
Anthony Figueroa
Edwin Figueroa
Jonathan Figueroa
Paulo Filho
Jafel Filho
Andre Fili
Mirko Filipovic
Brady Fink
Jesse Finney
Jan Finney
Torrez Finney
Luigi Fioravanti
Nick Fiore
Manon Fiorot
Luiz Firmino
Spencer Fisher
Chris Fishgold
Bryanna Fissori
Jon Fitch
Isi Fitikefu
Rafael Fiziev
Colin Fletcher
AJ Fletcher
Nathan Fletcher
Jimmy Flick
Luke Flores
Ty Flores
Alejandro Flores
Kenny Florian
Darrius Flowers
Cody Floyd
Bobby Flynn
Caros Fodor
Mal Foki
Matt Foki
AJ Fonseca
Rob Font
Claudionor Fontinelle
Jesse Forbes
Sterling Ford
Codale Ford
Raheam Forest
Jussier Formiga
Carol Foro
Renee Forte
Brianna Fortino
Marcel Fortuna
Tyrell Fortune
Brian Foster
Xavier Foupa-Pokam
Mason Fowler
Brandon Foxworth
Hermes Franca
Glaico Franca Moreira
Francisco France
John Franchi
Felipe Franco
Rich Franklin
Xavier Franklin
Zoila Frausto
Stephanie Frausto
Zane Frazier
Gary Frazier
Justin Frazier
Ian Freeman
Jason Freeman
Kennedy Freeman
Denzel Freeman
Willamy Freire
Patricio Freire
Patricky Freire
Jeremy Freitag
Rafael Freitas
Donavon Frelow
Josh Fremd
Clay French
Mike French
Matt Frevola
Jinh Yu Frey
Artem Frolov
Sarah Frota
Daniel Frunza
Don Frye
Allen Frye Jr.
Tony Fryklund
Adam Fugitt
Jesse Fujarczyk
Katsuhisa Fujii
Megumi Fujii
Kazuyuki Fujita
Keisuke Fujiwara
Riki Fukuda
Masio Fullen
Travis Fulton
Sam Fulton
Masakatsu Funaki
Ricardo Funch
Katsuaki Furuki
James Gabert
Gustavo Gabriel
Claudia Gadelha
Alavutdin Gadjiev
Magomed Gadzhiyasulov
Justin Gaethje
Sheila Gaff
Muin Gafurov
Mitch Gagnon
Brandon Gaines
Travis Galbraith
Dave Galera
Zelg Galesic
Mickey Gall
Daniel Gallemore
Tom Gallicchio
Turrell Galloway
Eric Galvan
Andre Galvao
Marcos Galvao
Lucas Gamaza
Joey Gambino
Manvel Gamburyan
Mateusz Gamrot
Shamil Gamzatov
Ryan Gandra
Ariel Gandulla
Ciryl Gane
Sean Gannon
Tommy Gantt
Junye Gao
Eduardo Garagorri
Cody Garbrandt
Leonard Garcia
Edgar Garcia
Alejandro Garcia
Alex Garcia
Nick Garcia
Steve Garcia
Elias Garcia
Rafa Garcia
Fernie Garcia
Rulon Gardner
David Gardner
Pablo Garza
Azamat Gashimov
Brian Gassaway
Kelvin Gastelum
Willie Gates
Melissa Gatto
Sean Gauci
Louis Gaudinot
Ateba Gautier
Manuel Gaxhja
Shamil Gaziev
Charlene Gellner
Chad George
Paul Georgieff
Brian Geraghty
Derek Getzel
Karine Gevorgyan
Yanis Ghemmouri
Darrel Gholar
Tiki Ghosn
Christos Giagos
Joe Giannetti
Nick Gibbons
James Giboo
Lance Gibson
Lee Gibson
Cody Gibson
Chase Gibson
Lance Gibson Jr.
Kenny Giddens
Thomas Gifford
Joseph Gigliotti
Joey Gilbert
Trevin Giles
Kultar Gill
Jesse Gillespie
Gregor Gillespie
Jason Gilliam
Micheal Gillmore
Krishaun Gilmore
Alex Gilpin
Bob Gilstrap
Max Gimenis
Eperaim Ginting
Demetrius Gioulacos
Billy Giovanella
He-Man Gipson
Israel Giron
Brandon Girtz
Jason Glaza
Mike Glenn
Ricky Glenn
Ivan Gnizditskiy
Mark Godbeer
Clint Godfrey
Loopy Godinez
Jason Godsey
Allan Goes
Billy Ray Goff
Amiran Gogoladze
Jonny Goh
Hannah Goldy
Marcelo Golm
Denise Gomes
Sergio Gomez
Frank Gomez
Alan Gomez
David Gomez
Ulysses Gomez
Joey Gomez
Luis Gomez
Edson Gomez
Silvana Gomez Juarez
Takanori Gomi
William Gomis
Akihiro Gono
Gabriel Gonzaga
Justin Gonzales
Fernando Gonzalez
Nick Gonzalez
Fabian Gonzalez
Lewis Gonzalez
Jason Gonzalez
Pearl Gonzalez
Jorge Gonzalez
Mikey Gonzalez
Erick Gonzalez
Jennifer Gonzalez
Kier Gooch
Lyman Good
Jared Gooden
Gary Goodridge
Jordan Goodwin
Gerard Gordeau
Eddie Gordon
Jared Gordon
Tebaris Gordon
Malcolm Gordon
Tresean Gore
Alex Gorgees
Themba Gorimbo
Tim Gorman
Chase Gormley
Jonathan Goulet
Thibault Gouti
Wilson Gouveia
Todd Gouwenberg
Hugo Govea
Justin Governale
Damian Grabowski
Patryk Grabowski
Royce Gracie
Crosley Gracie
Daniel Gracie
Ralph Gracie
Renzo Gracie
Rickson Gracie
Rodrigo Gracie
Royler Gracie
Ryan Gracie
Ralek Gracie
Rolles Gracie
Cesar Gracie
Roger Gracie
Igor Gracie
Neiman Gracie
Kron Gracie
Bogdan Grad
Steven Graham
Scott Graham
Miranda Granger
TJ Grant
Davey Grant
Dwight Grant
Alexa Grasso
Tony Gravely
Michael Graves
Shelton Graves
James Gray
Kevin Gray
Sam Greco
King Green
Desmond Green
Gabe Green
Maurice Greene
Matt Grice
Forrest Griffin
Tyson Griffin
Max Griffin
Jordan Griffin
Chad Griggs
Charalampos Grigoriou
Chuck Grigsby
Rodrigo Gripp de Sousa
Maxim Grishin
Josh Grispi
Garrett Gross
Kendall Grove
Neil Grove
Chris Gruetzemacher
Vik Grujic
Mike Grundy
Wang Guan
Anthony Guarascio
Nandor Guelmino
Fabricio Guerreiro
Rainn Guerrero
Shannon Gugerty
Clay Guida
Jason Guida
Melvin Guillard
Chris Guillen
Marcelo Guimaraes
Leonardo Guimaraes
Brad Gumm
John Gunderson
John Gunther
Jorge Gurgel
Fabio Gurgel
Luis Gurule
Bogdan Guskov
Gugun Gusman
Andre Gusmao
Alexander Gustafsson
Andreas Gustafsson
Justin Guthrie
Horacio Gutierrez
Chris Gutierrez
Mando Gutierrez
Mike Guymon
Chelsea Hackett
Keith Hackney
Cody Haddon
Jake Hadley
Steve Hadsel
Damir Hadzovic
Bassil Hafez
Tim Hague
Theo Haig
Yazan Hajeh
Stoney Hale
Kevin Haley
Mark Hall
Uriah Hall
Ryan Hall
Dennis Hallman
Piotr Hallmann
Tony Halme
Brandon Halsey
John Halverson
Seo Hee Ham
Frank Hamaker
Kazuhiro Hamanaka
Rami Hamed
Matt Hamill
Jeremy Hamilton
Anthony Hamilton
CJ Hamilton
Jared Hamman
James Hammortree
Dean Hancock
Chad Hanekom
Joachim Hansen
Kay Hansen
Nasrat Haqparast
Shin Haraguchi
Janay Harding
Antoni Hardonk
George Hardwick
Harry Hardwick
Dan Hardy
Veronica Hardy
Greg Hardy
